TS,IT,IH,OT,OH,HP
52,20.4611,45.5200,12.6889,94.3000,30.5688
53,20.4778,45.4400,13.2222,93.2000,30.7575
54,21.0722,46.0000,13.5778,90.3000,30.7325
55,20.9500,46.6400,13.4889,87.3000,30.7325
56,20.6889,46.9100,13.6556,85.0000,30.7325
57,20.6389,46.7400,14.0333,83.8000,30.8250
58,20.9722,46.9400,14.2278,81.8000,31.5250
59,20.9778,46.9100,14.2944,80.4000,31.7125
60,20.8556,47.0300,14.7500,75.8000,31.7125
61,20.9611,46.9600,15.4278,72.1700,31.7125
62,21.4778,47.2500,15.6444,69.9300,31.7875
63,21.5278,47.3100,15.5333,64.8200,36.6325
64,21.3611,47.2900,15.2722,64.7700,36.6013
65,21.5333,47.3800,16.4722,58.0600,36.5713
66,21.8167,47.1400,15.5444,58.2500,36.1213
67,21.6000,47.3000,14.4722,59.1200,35.8713
68,21.5222,46.9700,14.7889,49.2300,35.9025
69,21.5889,47.1700,15.3222,36.9900,35.8700
70,21.8444,46.9800,15.1889,36.7700,35.5700
71,21.6667,46.8900,14.9333,38.7600,44.5075
72,21.2944,46.7900,14.4611,37.1600,44.5075
73,21.1500,46.7100,13.9111,40.1500,44.2888
74,21.3778,47.4600,13.1722,43.2100,43.7638
75,21.4389,48.3400,12.5833,46.6500,47.3063
76,21.0389,47.7700,12.0389,49.5500,51.0888
77,20.8222,47.4100,11.8000,50.0100,51.2450
78,21.0500,47.1500,11.6833,50.6700,51.1450
79,21.1500,46.8300,11.6111,51.2500,50.8450
80,20.8889,46.5600,11.1889,52.7600,55.1875
81,20.6278,46.2900,11.0722,53.6900,55.1875
82,20.9111,46.0600,10.9111,54.1300,55.0625
83,21.1000,45.9500,10.5333,54.8600,55.2375
84,20.9278,45.8100,9.9389,56.8900,59.8325
85,20.6333,45.7400,9.4778,58.5000,59.7075
86,20.8222,45.6400,9.1056,59.9700,59.7575
87,20.9500,45.5400,8.5944,62.5400,59.9325
88,20.8444,45.4200,8.5000,62.7700,59.9950
89,20.4778,45.3800,8.4389,62.8600,59.9950
90,20.1333,44.1600,8.2556,63.6300,60.4200
91,20.8056,45.0100,8.1111,64.2700,60.4950
92,20.5833,46.6100,7.7667,65.7800,60.6500
93,20.3278,44.6200,7.7667,65.9600,60.7125
94,20.8444,43.1000,7.3944,67.6100,60.9625
95,20.8333,44.0000,6.9833,69.7500,60.4625
96,20.6167,44.2400,6.8778,70.4900,47.4938
1,20.2722,43.8000,6.5722,71.8300,47.5888
2,20.6444,43.7500,6.1889,73.6600,47.4138
3,20.7833,43.7700,5.9833,74.5100,44.3088
4,20.3778,43.7100,5.7611,75.6300,44.3400
5,20.2333,43.7200,5.4556,77.4500,44.0263
6,21.0556,43.6000,5.2444,78.5800,42.9513
7,21.1222,43.4900,4.6111,81.6000,33.2313
8,20.4500,43.5900,4.0000,84.6000,33.2313
9,20.3056,43.7300,3.7444,85.3000,33.4188
10,20.7389,43.6700,3.1056,87.1000,33.2438
11,20.7833,43.3800,2.7833,89.7000,33.2138
12,20.5556,43.3100,2.5056,90.0000,33.1825
13,20.4778,43.2700,2.0444,91.8000,33.0263
14,20.8000,43.0200,2.0889,93.4000,32.9013
15,20.8667,42.7100,2.1889,93.5000,28.5888
16,20.4611,42.7000,2.2000,93.4000,28.6200
17,20.2389,42.2200,2.0778,93.4000,28.5888
18,20.5500,42.1900,1.8056,93.6000,28.4388
19,20.4944,42.2600,1.4778,94.2000,28.3138
20,20.2222,42.1500,1.0278,94.8000,28.3138
21,20.1778,42.0700,0.6889,95.4000,28.4075
22,20.9556,41.8600,0.2944,96.0000,29.6075
23,20.8722,41.8700,-0.0722,96.2000,29.9200
24,20.7111,41.9300,-0.3111,96.7000,29.9200
25,20.5111,42.0600,-0.5556,97.0000,30.0775
26,20.6111,42.0700,-0.8111,97.1000,30.1525
27,20.4722,41.9400,-0.9389,97.4000,34.7775
28,20.1944,41.6700,-1.1278,97.6000,34.7463
29,20.1333,41.4300,-1.3000,97.7000,34.6200
30,20.8667,40.8400,-1.4278,97.9000,34.6200
31,20.7889,40.7600,-1.5833,97.9000,38.9000
32,20.4111,40.9600,-1.6278,98.1000,38.9000
33,20.4111,40.9400,-1.8444,98.0000,38.8063
34,21.0111,41.4000,-1.9111,98.2000,38.1563
35,20.8833,42.9500,-1.9556,98.2000,42.4063
36,20.3778,42.9200,-1.9889,98.4000,42.4063
37,20.2833,42.5300,-1.9222,98.5000,42.4375
38,20.8778,41.7400,-1.8389,98.5000,42.8125
39,20.9056,41.4600,-1.8000,98.4000,34.2500
40,20.4667,41.3800,-1.7667,98.3000,34.2813
41,20.4333,41.3000,-1.7056,98.0000,34.4375
42,21.0389,40.8800,0.9611,97.6000,34.5125
43,20.9500,40.9600,2.6278,88.9000,29.9825
44,20.5556,41.1300,4.7833,79.7800,29.9513
45,20.5667,41.1500,5.4722,76.9100,30.0138
46,21.2167,41.0900,6.0611,74.8800,30.5388
47,21.1333,41.1300,6.9056,72.8400,30.6013
48,20.8500,41.2600,7.8333,69.1400,30.6013
49,20.8278,41.3900,8.5278,65.6500,30.4763
50,21.2111,41.3100,8.9278,62.7100,30.8263
51,21.1944,41.5900,9.8278,57.5800,30.9813
52,21.0278,41.3300,10.1667,56.2300,31.0125
53,21.0667,41.8000,10.4389,54.2600,31.2000
54,21.4444,42.0300,10.8611,53.3300,31.1500
55,21.4389,42.8300,11.5056,51.2700,30.9950
56,21.3222,42.5600,11.4333,52.3600,30.9950
57,21.5111,42.8800,11.7500,49.4200,31.0275
58,22.0389,42.7700,11.5500,49.6800,31.3275
59,22.0167,43.0400,11.7778,48.9600,31.4825
60,21.7722,43.0300,11.8611,48.3300,31.4825
61,21.8111,43.3500,12.1167,45.7600,31.4500
62,22.4500,43.3400,12.1333,47.1300,31.5250
63,22.4333,43.5500,12.3944,46.0000,36.2750
64,22.3722,43.6400,12.3611,45.4100,36.2438
65,22.3889,43.8800,12.5389,44.8800,36.2763
66,22.8722,43.8900,12.2889,42.8000,36.2263
67,22.8833,43.9400,11.7111,43.4700,36.1963
68,22.6111,44.0300,11.5889,42.8400,36.2275
69,22.4000,44.1100,11.7500,43.1700,36.1950
70,22.6944,44.1500,11.8056,43.0100,36.6200
71,22.3611,44.1400,11.8500,42.4200,46.2450
72,21.8444,44.2800,11.7278,41.8900,46.2138
73,21.6944,44.2500,11.5500,43.8700,45.9638
74,21.9500,45.1300,11.2500,46.3100,45.1638
75,22.0111,45.6800,10.3778,51.2200,48.2688
76,21.5667,45.3800,8.9944,57.5500,52.1750
77,21.3222,45.2200,7.8333,63.2700,52.3325
78,21.4611,45.0800,6.7778,68.7400,51.6325
79,21.5333,44.8900,5.8056,72.8500,51.4075
80,21.1889,44.8200,4.9444,76.9600,56.0025
81,20.9000,44.6800,4.2333,80.5000,55.9388
82,21.0556,44.5600,3.5833,82.9000,55.3138
83,21.1278,44.3900,3.0778,85.0000,54.8138
84,20.9111,44.2300,2.7167,85.6000,58.9063
85,20.6556,44.0900,2.4111,86.0000,58.7813
86,20.7944,43.9400,2.0500,87.4000,58.8563
87,20.9000,43.8000,1.7444,88.4000,58.7313
88,20.7611,43.6800,1.5000,89.4000,58.6688
89,20.5444,43.3200,1.2111,90.1000,58.6688
90,20.7056,43.4900,0.9056,91.0000,58.6688
91,20.6444,45.4000,0.6444,92.0000,58.5938
92,20.5389,44.5800,0.3778,92.6000,58.6263
93,20.3333,42.6100,0.1278,93.3000,58.6263
94,20.6944,41.7400,-0.0611,93.8000,58.8013
95,20.7000,42.4700,-0.2722,94.3000,58.5013
96,20.5333,42.2200,-0.4389,94.7000,45.9688
1,20.2389,41.2100,-0.6222,95.0000,46.0625
2,20.6444,41.1900,-0.7056,95.4000,45.7625
3,20.7944,41.4200,-0.8889,95.3000,42.3200
4,20.3333,41.5600,-1.0500,95.5000,42.2888
5,20.0833,41.6000,-1.1500,95.8000,42.1013
6,20.8722,41.4700,-1.3222,95.8000,41.4763
7,21.0222,41.2900,-1.3667,96.2000,32.5063
8,20.6111,41.3300,-1.3667,96.4000,32.5375
9,20.3111,41.4400,-1.4278,96.3000,32.6625
10,20.6556,41.6000,-1.4444,96.4000,33.0125
11,20.6278,41.5000,-1.4222,96.3000,32.9825
12,20.4056,41.3900,-1.3000,96.3000,32.9825
13,20.4944,41.0700,-1.2667,96.1000,32.8575
14,20.8778,40.9600,-1.1778,95.5000,32.6575
15,20.8444,40.8700,-1.1444,95.3000,28.3450
16,20.5667,40.8200,-0.9167,95.6000,28.3450
17,20.4444,40.8100,-0.8389,95.5000,28.3138
18,20.6611,40.4800,-0.7667,95.6000,28.0888
19,20.6444,40.2000,-0.7722,95.6000,28.0263
20,20.3167,39.9000,-0.8611,95.7000,28.0263
21,20.0722,39.9200,-0.8944,95.7000,28.1513
22,20.4778,39.9500,-0.8222,95.8000,29.7013
23,20.5389,39.9800,-0.8000,95.8000,30.1063
24,20.3889,39.9600,-0.8667,95.9000,30.0750
25,20.3667,39.9200,-0.8389,96.2000,30.2313
26,20.7222,39.7900,-0.9000,96.3000,29.8563
27,20.5889,39.7600,-0.9944,96.3000,34.1688
28,20.2056,39.6700,-0.9889,96.5000,34.2000
29,20.2167,39.5400,-0.9167,96.5000,33.9813
30,20.8444,39.3200,-0.7556,96.5000,33.7563
31,20.7444,39.3000,-0.6278,96.2000,38.1938
32,20.3167,39.3000,-0.4944,96.3000,38.1938
33,20.3222,39.7100,-0.2833,96.2000,38.1938
34,20.9278,39.2800,-0.0056,95.9000,38.3188
35,20.9000,40.1500,0.1389,95.6000,42.7888
36,20.4889,40.5600,0.2500,95.5000,42.7575
37,20.5167,40.5200,0.4167,95.4000,42.8200
38,21.0611,40.4900,0.5611,95.0000,43.2200
39,21.0389,40.5000,0.8389,94.3000,34.5325
40,20.3833,40.6800,1.1222,93.8000,34.5638
41,20.2056,41.1500,1.6722,93.2000,34.7525
42,20.6444,40.8600,2.2000,92.2000,34.6025
43,20.7167,40.5000,3.1667,89.5000,29.9775
44,20.4000,40.4200,4.0278,84.9000,29.9775
45,20.6278,40.5800,5.1556,78.8000,29.9450
46,21.2278,40.5500,5.7389,76.6600,29.9950
47,21.0111,40.6700,5.9056,78.4300,30.0575
48,20.5389,40.4400,6.6222,77.4700,30.0263
49,20.3667,40.5600,7.0500,72.9900,29.8388
50,20.7111,40.5400,7.7556,72.0200,29.6888
51,20.7111,40.4000,8.1333,68.6800,29.6888
52,20.4611,40.3900,7.9278,68.6800,29.7200
53,20.4333,40.4300,8.2611,67.0000,29.8763
54,20.9556,40.4900,8.6611,66.9600,30.4763
55,20.9111,40.9200,8.6778,67.1700,30.6013
56,20.6722,41.1200,8.6611,69.2900,30.5700
57,20.6167,41.3100,7.9222,75.6500,30.6338
58,21.0111,41.4400,7.0778,83.3000,30.6588
59,20.8611,41.2600,6.5333,87.2000,30.6588
60,20.5444,41.4400,6.3500,90.5000,30.6588
61,20.4889,41.4500,6.2500,92.5000,30.6263
62,20.8778,41.5800,6.2500,93.3000,30.4513
63,20.7444,41.6500,6.3167,93.8000,34.9513
64,20.4611,41.4500,6.5000,93.9000,34.9513
65,20.4000,41.5900,6.6278,93.7000,34.9838
66,20.8111,41.8100,6.6944,93.9000,35.1588
67,20.8556,41.7900,6.7944,93.9000,35.3463
68,20.5722,41.9800,6.7944,93.7000,35.3463
69,20.5222,42.0200,6.6556,93.8000,35.3138
70,20.7500,42.2300,6.8500,94.0000,35.2138
71,20.7556,42.4800,7.1278,93.3000,43.9013
72,20.5611,42.3600,7.1889,93.7000,43.9013
73,20.4944,42.3000,6.9222,94.0000,43.6513
74,20.7944,42.2700,6.7667,94.2000,42.9763
75,20.7778,43.2300,6.7167,94.4000,46.5438
76,20.4056,42.6500,6.5056,94.5000,50.3575
77,20.4944,41.4900,6.3944,94.7000,50.5763
78,20.8556,41.4600,6.3167,94.9000,50.7513
79,20.8778,42.3000,6.2667,95.2000,50.6013
80,20.5889,42.3200,6.2444,95.3000,55.0688
81,20.4389,41.7200,6.1611,95.6000,55.0375
82,20.7611,41.5800,6.1111,95.8000,54.8625
83,20.8667,42.1000,6.1222,95.9000,55.0375
84,20.6056,42.4000,6.0500,96.0000,59.6000
85,20.3167,42.3100,6.0667,96.1000,59.4750
86,20.7333,42.3900,6.0556,96.2000,59.7750
87,20.8889,42.6200,6.0778,96.1000,60.1000
88,20.6889,42.8000,6.0167,96.2000,60.3200
89,20.3722,42.6100,6.0333,96.2000,60.3513
90,20.7056,42.6200,6.0278,96.2000,60.8013
91,20.8722,44.0300,6.0056,96.2000,61.2013
92,20.6611,44.9400,6.0222,96.5000,61.3888
93,20.3444,44.0700,6.2000,96.5000,61.3575
94,20.7000,44.0700,6.2500,96.3000,60.9075
95,20.8111,43.8400,6.2278,96.3000,59.9325
96,20.6722,44.0300,6.2278,96.4000,46.7125
1,20.3167,43.5900,6.2389,96.3000,46.8063
2,20.6944,43.4500,6.2278,96.3000,46.7563
3,20.8167,43.6400,6.2222,96.4000,43.3813
4,20.4444,43.3600,6.3056,96.5000,43.3500
5,20.2500,43.4900,6.2722,96.5000,43.1938
6,20.6889,43.6000,6.3611,96.5000,42.7938
7,20.9000,43.8700,6.3889,96.4000,33.7013
8,20.5333,43.7200,6.3389,96.4000,33.7013
9,20.3833,44.0600,6.3611,96.4000,33.8888
10,20.7389,43.9700,6.3722,96.4000,34.0388
11,20.8056,44.0400,6.3667,96.4000,34.0388
12,20.4333,43.9600,6.3278,96.4000,34.0388
13,20.3944,43.9500,6.3056,96.4000,33.9138
14,20.7389,44.2100,6.2944,96.5000,33.9638
15,20.7889,43.9600,6.3722,96.5000,29.5563
16,20.4444,44.0200,6.3833,96.5000,29.5563
17,20.3778,43.9400,6.4722,96.5000,29.5250
18,20.7889,44.0000,6.5111,96.6000,29.5750
19,20.7222,44.2200,6.6222,96.6000,29.5450
20,20.6111,44.0300,6.6833,96.6000,29.5763
21,20.6111,44.2200,6.6889,96.6000,29.6700
22,20.8444,44.0800,6.7889,96.6000,30.3450
23,20.7167,44.3900,6.8333,96.5000,30.5325
24,20.4833,44.1200,6.7056,96.6000,30.5325
25,20.4056,44.3700,7.0944,96.7000,30.5950
26,20.6667,43.4500,7.1611,96.6000,30.2450
27,20.5833,43.6100,7.1111,96.6000,34.6200
28,20.3000,43.3000,7.0611,96.5000,34.6200
29,20.2556,43.5500,6.9278,96.5000,34.4013
30,20.7333,44.4100,6.8000,96.7000,33.6513
31,20.8333,44.3700,6.7056,96.8000,37.7438
32,20.5833,44.2700,6.7111,96.7000,37.7438
33,20.5056,44.2600,6.5056,96.8000,37.7750
34,20.6333,44.3200,6.3833,96.9000,38.3250
35,20.6778,44.9100,6.4889,97.0000,43.2950
36,20.3167,45.5000,6.4111,96.9000,43.2950
37,20.3556,45.4600,6.3889,97.0000,43.3263
38,20.6944,45.2000,6.5222,97.0000,43.4513
39,20.9222,45.2900,6.4667,97.0000,34.5138
40,20.5556,44.9500,6.2889,97.0000,34.5138
41,20.3556,45.2800,6.1389,97.0000,34.7013
42,20.7611,45.1700,7.2389,96.6000,34.8763
43,20.8278,45.0700,8.2556,92.5000,30.3438
44,20.5556,44.9100,8.7444,87.4000,30.3438
45,20.6111,44.9500,8.3389,86.0000,30.3438
46,21.0500,44.8100,9.1722,85.4000,30.5938
47,21.0722,44.9700,10.5611,80.0000,30.6888
48,20.9556,45.1500,11.1667,76.5300,30.6888
49,20.8833,45.2500,11.2444,76.0200,30.5638
50,21.1722,45.2500,10.7889,75.2600,30.2888
51,21.1389,45.3500,10.8056,74.2800,30.2563
52,20.9278,45.3100,10.6500,72.4400,30.2563
53,20.8278,45.4300,9.9111,72.4400,30.3813
54,21.0389,45.8900,10.0667,70.8200,30.5563
55,21.0611,46.2500,10.2333,66.2700,30.5563
56,20.9333,46.1100,10.6111,62.8000,30.5250
57,21.2056,46.1600,11.6611,57.8000,30.5563
58,21.7778,45.9900,11.9833,51.7300,30.8563
59,21.8278,46.0500,12.0167,49.8800,30.8888
60,21.6278,45.9300,12.3889,46.2100,30.9200
61,21.7278,45.9300,12.5556,45.5500,30.7950
62,22.2889,45.7600,12.4278,43.1100,30.2950
63,22.2278,45.7800,12.5111,41.7500,34.7625
64,22.1389,45.7600,12.5944,38.0300,34.7313
65,22.0889,45.6700,12.4556,38.4200,34.8250
66,22.5778,45.5900,11.9278,42.2400,34.9000
67,22.5889,45.4500,11.7000,40.7200,34.9325
68,22.3778,45.4300,11.6000,40.9000,34.9325
69,22.2667,45.3000,11.6444,41.6100,34.9013
70,22.5667,45.2900,11.5722,40.2300,34.7263
71,22.3667,45.0800,11.5278,40.7600,43.6013
72,21.8944,45.2000,11.2722,42.5500,43.6013
73,21.7056,45.1300,11.1111,44.8400,43.4138
74,21.8667,46.1500,10.7611,44.9400,43.2638
75,21.8889,46.8200,9.9944,46.9700,46.8938
76,21.3889,46.3600,9.1944,49.0500,50.7700
77,21.1500,45.9200,7.9278,59.5400,50.8950
78,21.3278,45.6800,6.6833,65.8100,50.3200
79,21.4111,45.4200,5.6944,71.1500,49.7200
80,21.0778,45.2000,4.9611,75.4700,54.0325
81,20.7889,45.0400,4.3722,77.9900,54.0013
82,20.9778,44.8700,3.8944,80.4000,53.9013
83,21.0667,44.7000,3.4833,82.6000,53.9763
84,20.7944,44.5300,3.0944,84.4000,58.4763
85,20.5000,44.4100,2.7222,86.2000,58.3825
86,20.7611,44.2900,2.5556,86.6000,58.5075
87,20.8833,44.2000,2.3000,87.3000,58.4075
88,20.6611,44.0900,2.0389,88.6000,58.2825
89,20.4389,43.7500,1.8278,89.4000,58.3138
90,20.8000,43.6200,1.6222,90.1000,58.8638
91,20.7889,45.9200,1.3556,90.8000,59.3388
92,20.5778,45.5200,1.1278,91.8000,59.6188
93,20.2500,44.6800,0.9167,92.6000,59.6500
94,20.6333,44.5300,0.7333,93.1000,59.8250
95,20.8889,44.1500,0.6278,93.8000,59.5750
96,20.8000,43.8400,0.5833,94.0000,46.7625
1,20.4278,43.6000,0.6778,94.1000,46.8563
2,20.7889,43.5200,0.9056,93.8000,47.0063
3,20.9389,43.3100,1.3222,93.0000,43.9938
4,20.4944,42.9200,1.6944,91.9000,43.9938
5,20.3167,43.0000,1.9389,90.9000,43.7750
6,20.7111,43.1000,2.2278,90.6000,42.2500
7,20.9222,43.1500,2.3833,90.2000,32.5000
8,20.4944,42.8900,3.1333,85.5000,32.4688
9,20.3500,43.0200,5.2000,71.6000,32.6250
10,20.7444,43.1000,5.3056,70.9800,33.2500
11,20.7722,43.1000,4.9056,74.1800,33.4700
12,20.4556,43.0200,4.7222,76.4000,33.5013
13,20.3833,43.0200,4.7667,78.1100,33.3450
14,20.7556,43.0000,4.8444,79.4800,33.1700
15,20.7667,42.9000,5.0167,78.9200,28.8575
16,20.4556,42.7600,5.0722,77.8000,28.8263
17,20.3667,42.8100,4.9778,77.1700,28.8263
18,20.7833,42.6400,4.8778,76.5400,28.8513
19,20.7111,42.7400,4.8111,75.1900,28.7563
20,20.4611,42.7900,4.7611,74.2800,28.7875
21,20.4333,42.9200,4.7333,74.6200,28.8813
22,21.1111,42.8000,4.6000,77.1800,30.1563
23,21.0000,42.9100,4.4500,78.8300,30.5313
24,20.6500,42.5900,4.3333,78.3800,30.5000
25,20.6111,42.9300,4.2944,74.3200,30.6250
26,20.6778,43.0900,4.1500,71.4600,30.1000
27,20.4944,43.0400,4.0222,75.4500,34.3825
28,20.3111,41.8200,3.9500,66.5100,34.4138
29,20.3111,41.1500,3.7444,73.6500,34.2263
30,20.7444,41.1100,3.0944,81.9000,34.2513
31,20.7444,41.3000,2.6278,85.6000,38.8438
32,20.3222,41.7500,2.4556,87.3000,38.8438
33,20.2944,42.0200,2.3611,88.3000,38.8750
34,20.7000,42.3400,2.2444,89.1000,39.1000
35,20.8222,42.9900,2.2333,89.8000,43.8200
36,20.4389,43.3800,2.2222,91.0000,43.7888
37,20.3111,43.3500,2.2000,91.8000,43.7575
38,20.6889,42.9600,2.1389,92.4000,43.2575
39,20.8667,42.7100,2.1333,92.8000,33.9750
40,20.4667,43.0300,2.1611,92.8000,34.0063
41,20.3500,43.2100,2.2056,92.3000,34.1313
42,21.1056,42.8800,2.3444,91.6000,34.1313
43,21.0056,42.7300,2.4667,90.5000,29.6313
44,20.4722,42.7200,2.9000,88.3000,29.6313
45,20.3167,42.7100,2.9000,87.6000,29.6625
46,20.9000,42.4100,3.1111,87.0000,29.9375
47,20.9056,42.8300,3.6944,83.9000,30.0000
48,20.6833,43.4500,4.3556,78.8800,30.0000
49,20.7444,43.1700,4.0444,80.0000,29.8438
50,21.1556,43.0400,4.2833,78.5000,29.6688
51,21.0056,43.0200,4.6500,75.2300,29.6688
52,20.6444,42.9200,5.2778,69.2700,29.6375
53,20.5722,42.3200,5.5389,63.0900,29.7938
54,20.8889,41.7600,5.3333,60.6600,30.1188
55,20.8444,42.7700,5.5667,51.1900,30.1513
56,20.5556,42.1300,5.7722,50.1600,30.1825
57,20.5722,41.7100,5.5111,51.9500,30.2138
58,20.9500,41.6900,5.2722,54.0600,30.5638
59,20.8222,42.1300,5.1611,54.1300,30.6263
60,20.7667,41.6700,5.5167,51.5600,30.6263
61,21.0333,42.1100,6.6222,48.6400,30.6263
62,21.4833,42.4500,6.8000,45.4000,30.4763
63,21.5611,42.4300,6.7778,42.7100,35.0688
64,21.4722,42.5600,6.3056,36.0300,35.0375
65,21.5111,42.5300,6.4278,31.3100,35.0688
66,21.8222,42.5300,5.6833,37.7700,35.1938
67,21.8056,42.2800,5.2111,39.1100,35.2263
68,21.5333,42.3900,4.9333,39.6600,35.2575
69,21.4833,42.2900,4.6111,41.1700,35.1638
70,21.6056,42.4100,4.5056,42.9600,34.7638
71,21.3944,42.2200,4.0944,43.6800,43.3888
72,20.9222,42.2400,3.7722,44.6900,43.3888
73,20.8111,42.1300,3.5444,46.3900,43.1700
74,20.8611,43.2300,2.6778,49.4800,42.0950
75,20.9556,44.2100,2.1444,51.6100,44.8750
76,20.4944,43.4700,1.4556,53.6600,48.6250
77,20.3222,42.8900,1.2611,53.1000,48.8438
78,20.5611,42.4200,1.1389,51.9500,48.9938
79,20.6556,42.0600,0.9111,51.8900,49.1438
80,20.3889,41.6800,0.8056,51.3900,53.3938
81,20.2222,41.5400,0.7500,51.5600,53.3625
82,20.6833,41.1600,0.6111,51.9000,53.3625
83,20.8167,41.0400,0.3389,52.0700,53.6125
84,20.6556,41.1700,-0.1611,54.7800,58.3000
85,20.3056,41.2100,-0.5389,57.6800,58.1438
86,20.8000,41.1500,-0.5167,58.3200,58.6188
87,20.9778,41.3600,-0.5778,58.8200,58.9688
88,20.9000,41.3600,-0.7222,61.1400,58.9688
89,20.4111,41.3300,-0.8000,60.7200,59.0000
90,20.6944,41.6700,-0.9278,61.1900,59.3250
91,20.7833,42.7800,-1.0667,61.7500,59.2000
92,20.6611,42.6600,-1.3111,63.1200,59.1375
93,20.2667,42.1700,-1.4278,63.1900,59.1688
94,20.5667,41.6900,-1.8056,65.9100,58.8438
95,20.7611,41.5700,-2.2111,68.4000,58.6188
96,20.6944,41.3300,-2.5333,69.7500,45.9625
1,20.2778,41.3300,-2.5222,65.6800,46.0875
2,20.8611,40.9800,-2.6222,67.0700,46.0375
3,20.9500,40.8100,-2.5333,62.8800,42.5125
4,20.6444,40.7600,-2.5111,61.5300,42.5438
5,20.1944,40.7200,-2.7389,62.8200,42.2938
6,20.5056,40.2700,-3.0889,64.9600,41.1938
7,20.6333,39.9300,-3.5556,70.5400,31.9763
8,20.2889,39.5400,-4.0056,76.3200,31.9763
9,20.3167,39.3300,-4.6611,78.7500,32.1013
10,20.7056,39.0900,-4.9722,82.2000,31.7763
11,20.6111,39.0600,-5.1778,83.2000,31.7763
12,20.5278,39.1200,-5.0944,83.8000,31.7450
13,20.3444,39.0800,-5.4000,85.5000,31.6200
14,20.6444,38.9700,-5.4056,86.6000,32.1700
15,20.5333,38.8200,-5.5778,87.5000,28.1075
16,20.2611,38.7200,-5.9111,88.2000,28.1388
17,20.2833,38.5500,-6.0722,89.8000,28.1388
18,20.6278,38.3700,-5.9889,89.9000,27.8388
19,20.4167,38.2300,-6.1333,89.4000,27.7763
20,20.3333,38.0000,-6.3833,90.7000,27.7450
21,20.2222,37.8000,-6.3667,91.1000,27.8075
22,20.5389,37.5200,-6.5944,91.3000,29.1325
23,20.4444,37.3600,-6.7778,92.0000,29.4125
24,20.5556,37.1700,-6.9000,92.5000,29.4125
25,20.3833,37.1000,-7.0722,93.1000,29.4750
26,20.6222,36.8800,-7.1722,93.6000,28.6500
27,20.4722,36.7300,-7.3000,94.6000,32.8375
28,20.3778,36.5800,-7.4444,95.0000,32.8688
29,20.2889,36.4600,-7.4111,95.6000,32.7125
30,20.5778,36.2600,-7.5667,94.8000,32.4125
31,20.4333,36.1400,-7.7556,95.1000,36.5700
32,20.3278,36.0300,-7.6722,95.5000,36.5700
33,20.2167,35.9000,-7.8222,95.5000,36.6325
34,20.3167,35.7600,-7.9667,95.5000,37.4075
35,20.4444,36.5200,-7.9611,95.7000,42.2200
36,20.5500,36.7100,-8.0611,95.2000,42.1888
37,20.3889,36.6800,-7.9722,95.6000,42.1575
38,20.6000,36.4800,-7.9389,95.1000,41.9825
39,20.5222,36.4700,-7.9000,94.7000,33.0750
40,20.2556,36.3800,-7.6500,94.9000,33.1063
41,20.4500,36.3000,-7.1889,94.9000,33.2938
42,20.8444,35.4600,-4.6333,89.3000,33.7438
43,20.6889,35.7400,-3.7833,81.5000,29.4638
44,20.4056,35.8300,-3.3167,78.8400,29.4638
45,20.2611,35.8800,-2.1833,74.3700,29.4325
46,20.7000,35.7900,-1.2833,69.3400,29.2825
47,20.8222,35.7500,-0.5778,63.5800,29.2825
48,20.7833,35.7500,-0.1167,62.5200,29.2513
49,20.8556,35.8200,-0.0500,58.8100,29.1888
50,21.2444,35.6700,-0.3667,56.6300,29.5388
51,21.1389,36.1000,0.1333,56.9100,29.6638
52,20.8167,36.3600,1.0556,53.8900,29.6638
53,20.7444,36.5400,1.8833,50.0200,29.8513
54,21.0333,37.1800,2.1611,48.3900,30.0263
55,20.9889,37.6900,2.1278,48.1700,30.0263
56,20.7944,37.6800,3.0667,45.9300,30.0263
57,20.9333,37.7200,3.0833,44.3800,30.0575
58,21.3444,37.7300,3.5111,42.9100,30.4325
59,21.2944,37.7900,3.5611,41.4900,30.4950
60,21.1167,37.8700,3.7389,39.1000,30.5263
61,21.0222,37.9000,3.8111,38.1200,30.4638
62,21.1167,38.0000,3.7944,37.8400,30.1888
63,20.8611,37.9600,3.6778,36.0700,34.5938
64,20.5889,37.6000,3.7500,35.4800,34.5938
65,20.8000,37.5600,4.0333,34.8000,34.5938
66,21.0389,37.9100,4.2444,34.9100,34.4188
67,21.1167,37.9300,4.0111,34.7400,34.5438
68,20.8389,38.1200,4.1944,35.3400,34.5438
69,20.8444,38.1300,4.2833,33.1600,34.4813
70,21.0667,38.0600,4.4667,34.0900,34.3563
71,20.8611,38.1500,4.3556,34.7600,42.9513
72,20.5111,37.5100,4.3278,34.3900,42.9200
73,20.5722,37.3000,4.2556,35.1700,42.7638
74,20.7167,39.2800,3.9833,36.5500,42.2638
75,20.6889,40.7600,3.6778,37.4900,45.0688
76,20.2389,39.2800,3.2556,39.4100,48.8825
77,20.1167,38.1200,2.9000,41.0400,49.0075
78,20.4056,38.0600,2.4611,44.5900,48.7825
79,20.5167,38.1100,1.7778,49.8900,48.7825
80,20.2833,38.0400,1.1611,56.2300,53.0325
81,20.4278,38.1800,0.9333,56.9200,53.0325
82,21.0389,38.4600,1.3278,51.6200,52.7575
83,20.9556,38.6700,1.4111,50.4500,52.8325
84,21.0278,38.8300,1.8389,48.1300,57.1450
