TS,IT,IH,OT,OH,HP
85,20.3500,38.9900,2.2611,46.5300,57.0200
86,20.6389,38.9600,2.2833,46.2000,57.2950
87,20.7389,38.8800,2.3000,45.7700,57.3450
88,20.6667,38.4800,2.5222,45.5400,57.5625
89,20.3667,38.3700,2.8444,44.5600,57.5625
90,20.6056,38.2300,3.0722,43.3000,58.0875
91,20.7833,39.2500,3.1722,42.8000,58.9375
92,20.7389,39.3300,3.1222,43.2000,59.4075
93,20.3556,39.3500,3.1333,42.0000,59.5013
94,20.6444,39.5800,2.9722,42.0000,60.1013
95,20.8389,39.6600,2.4944,45.8800,59.8763
96,20.7167,39.2900,2.0944,50.7400,46.8125
1,20.3278,39.3100,1.6056,54.0200,46.9063
2,20.7278,39.3800,1.3278,60.1700,35.9313
3,20.8278,39.1700,1.0778,59.8400,32.1263
4,20.5111,38.7800,0.8667,63.4600,32.1575
5,20.3556,38.7800,0.7667,63.4200,31.9075
6,20.6889,38.7900,0.7000,63.3500,41.5075
7,20.6833,38.8200,0.5278,63.3100,32.5700
8,20.3167,38.7400,-0.0444,68.3200,32.5700
9,20.1389,38.7500,-0.5722,70.7900,32.7263
10,20.6111,38.3800,-0.5722,73.3800,32.7763
11,20.6444,38.2400,-0.3833,72.7200,32.8063
12,20.3833,38.0500,0.1667,67.5400,32.8063
13,20.4500,37.9800,2.0611,54.9400,32.6500
14,20.9722,38.0700,2.7722,56.3500,32.7750
15,20.8111,38.0500,2.4278,60.3100,28.4950
16,20.3889,38.1800,1.8667,63.9000,28.4950
17,20.2778,38.2600,1.8000,64.9100,28.4950
18,20.8444,38.1000,1.6722,65.6600,28.4200
19,20.6278,38.0700,1.1778,71.0100,28.4200
20,20.3222,38.0400,0.5167,73.1000,28.4200
21,20.3667,37.8800,0.1944,75.0100,28.5138
22,20.8778,37.8500,-0.3500,77.3800,29.7138
23,20.6111,37.9700,-0.6611,79.5700,30.0263
24,20.3556,37.9300,-0.7556,81.0000,30.0263
25,20.4722,37.7700,-1.1000,82.2000,30.1200
26,20.7889,37.7600,-1.6222,84.5000,29.0450
27,20.6778,37.9300,-2.0944,85.8000,33.0125
28,20.5056,37.8400,-2.4500,86.9000,33.0125
29,20.3889,37.6700,-2.6722,87.1000,32.7938
30,20.5944,37.6600,-2.8889,87.5000,32.3438
31,20.5889,37.4700,-3.1556,87.7000,36.4688
32,20.1944,36.5100,-3.3556,89.6000,36.4375
33,20.2000,36.3100,-3.5500,90.1000,36.5313
34,20.6000,36.2300,-3.7111,90.3000,37.5563
35,20.7222,37.2800,-3.8722,90.6000,42.6513
36,20.4722,37.7500,-4.0722,91.4000,42.6825
37,20.3611,37.8500,-4.0778,92.3000,42.6825
38,20.5444,37.6500,-3.9944,92.7000,42.9325
39,20.6611,37.5300,-3.8167,92.7000,34.2450
40,20.3111,37.6100,-3.7444,92.2000,34.2450
41,20.2500,37.7200,-3.2944,91.4000,34.4013
42,20.9389,37.5600,-0.1778,79.7700,34.4513
43,20.8667,37.5300,1.8444,68.8000,32.6388
44,20.4889,37.6100,1.9611,65.5800,32.6075
45,20.4944,37.6100,3.0389,61.3000,30.9513
46,21.0444,37.4900,3.6500,57.9500,29.5013
47,20.9500,37.3200,3.4000,60.5700,29.6563
48,20.5778,37.2900,3.8278,60.1000,29.6875
49,20.5833,37.3100,4.6389,57.8300,29.6563
50,20.9000,37.2500,5.3722,56.3500,29.5063
51,20.9833,37.1100,5.7222,55.6100,29.7888
52,20.7722,36.7900,5.4278,56.1900,29.7888
53,20.7333,36.8100,4.9444,57.5500,29.7888
54,20.7333,37.6100,5.0167,57.1600,29.5888
55,20.5389,38.0000,4.6167,56.7400,29.7438
56,20.4056,37.0400,4.5222,56.9100,29.7438
57,20.5333,36.3500,4.7389,54.6700,29.7438
58,20.8056,36.2900,5.0722,50.9500,29.8188
59,20.8056,37.2400,5.1778,45.9300,30.0388
60,20.7222,36.7200,6.5167,40.2400,30.0388
61,20.6722,36.6600,6.1611,39.7200,30.0388
62,20.8889,37.0900,5.8056,41.5200,29.5638
63,20.8778,37.6700,5.4333,41.9600,34.0938
64,20.4722,37.2800,5.3444,41.0900,34.0938
65,20.4056,36.7700,5.0944,41.5500,34.0938
66,20.6833,36.9300,4.2278,47.6300,33.9438
67,20.8111,36.9200,3.6611,51.0000,34.1638
68,20.4167,36.9700,3.2278,51.9900,34.1325
69,20.2889,37.3100,2.9833,51.9700,34.1638
70,20.6333,37.1200,2.7556,52.8700,33.8763
71,20.9111,37.0800,2.5167,54.5500,42.0063
72,20.5556,37.4100,2.3722,54.1100,42.6000
73,20.5167,37.4200,2.0389,53.6100,42.6000
74,20.8722,38.3500,1.8222,54.8100,41.3500
75,20.9111,38.8900,1.3333,57.3300,40.7000
76,20.5167,38.7400,0.9167,57.9300,48.0450
77,20.2667,38.1000,0.5889,56.9600,48.0450
78,20.5167,37.7000,0.4222,55.9000,48.4525
79,20.7056,37.4600,0.4778,52.8500,48.7775
80,20.5611,37.1900,0.3889,51.4000,53.3700
81,20.3278,37.0300,-0.4000,61.9900,53.3700
82,20.4667,37.2000,-1.2556,70.7000,53.1500
83,20.6000,37.3500,-1.7222,72.0000,53.1250
84,20.5667,37.4000,-2.2944,71.7400,57.6875
85,20.1722,37.4100,-2.5333,72.4600,57.6563
86,20.4722,37.2700,-2.4722,72.0300,57.4688
87,20.7389,37.3700,-2.4722,71.1800,57.5438
88,20.7500,37.4700,-2.4333,71.1000,57.9188
89,20.4056,37.5200,-2.4722,71.2600,57.9188
90,20.5500,37.6600,-2.5000,66.0200,57.9513
91,20.7500,39.2800,-2.5333,67.5800,58.2763
92,20.8333,39.2700,-2.7222,68.7900,58.4338
93,20.3778,38.9700,-2.8611,63.6900,58.4650
94,20.5167,38.8000,-2.9556,62.0900,58.3075
95,20.7389,38.7600,-3.0556,60.2700,58.5325
96,20.7389,38.6000,-3.1444,58.0300,45.5625
1,20.2833,38.3800,-3.2333,57.0100,45.5625
2,20.4278,38.0800,-3.3667,59.5800,45.4375
3,20.7389,37.6000,-3.5222,58.6800,44.8875
4,20.5944,37.3900,-3.6222,56.3800,41.9500
5,20.2778,37.1400,-3.7056,55.5700,41.9188
6,20.5889,36.7700,-3.7611,54.8100,40.9813
7,20.7944,36.3500,-3.8556,55.6800,33.4688
8,20.5111,36.1600,-4.0167,60.4600,31.7813
9,20.2500,36.0200,-4.3278,61.7400,31.7813
10,20.6000,35.9400,-4.6444,61.0100,32.1563
11,20.7167,35.8800,-4.5333,59.9800,32.2513
12,20.4389,35.9000,-4.3611,61.9000,32.2513
13,20.3000,35.8800,-4.3000,62.5800,32.2513
14,20.5444,35.8200,-4.2333,62.7300,31.6888
15,20.7056,35.6200,-4.2556,62.7500,27.3438
16,20.4278,35.6400,-4.2556,60.9800,27.3125
17,20.2833,35.4500,-4.2111,58.9300,27.3438
18,20.5444,35.3700,-4.1889,60.7000,27.3138
19,20.6389,35.1700,-4.3444,62.0900,27.3763
20,20.3389,35.1700,-4.4222,64.1600,27.3763
21,20.3111,35.0600,-4.4667,64.7000,27.3763
22,20.5222,35.0600,-4.7722,65.1300,28.5313
23,20.5556,34.9500,-5.0833,66.5400,29.2188
24,20.2556,34.9100,-5.4722,69.0600,29.2500
25,20.3222,34.6100,-5.5389,70.2000,29.2188
26,20.5389,34.6800,-5.4611,70.4700,29.5638
27,20.5944,34.5800,-5.4222,70.8900,34.1888
28,20.4056,34.5400,-5.2500,70.1500,34.1575
29,20.4556,34.4700,-5.4444,70.8900,34.1888
30,20.6389,34.4300,-5.4278,69.8200,33.3138
31,20.6778,34.3500,-5.4500,67.0100,36.7213
32,20.3944,34.3000,-5.5056,66.8600,36.7525
33,20.3000,34.0700,-5.6611,67.3400,36.7525
34,20.4000,33.8000,-5.8722,67.9000,37.0650
35,20.5056,34.2800,-6.0889,68.8500,40.1950
36,20.3944,34.3700,-6.2333,69.7900,41.8825
37,20.2556,34.0800,-6.2889,70.3800,41.8825
38,20.5167,33.8300,-6.4167,71.5100,41.8500
39,20.7833,33.7500,-6.4167,72.6300,34.8450
40,20.5611,34.1400,-6.2944,73.2800,33.1575
41,20.2778,34.4700,-5.7167,70.7900,33.1263
42,20.5611,34.6100,-3.7722,62.0000,33.4388
43,20.7611,34.5500,-3.1667,58.6700,29.1888
44,20.4278,34.6300,-2.6444,56.0200,29.1888
45,20.4000,34.4500,-2.5389,54.9600,29.1888
46,20.8389,34.3900,-2.5944,55.1500,29.4388
47,21.0167,34.3300,-2.3111,53.5100,29.6263
48,20.7056,34.4400,-1.7833,51.0000,29.6263
49,20.7056,34.4900,-1.3444,49.6100,29.6263
50,20.9778,34.5300,-0.8611,48.3200,29.6888
51,21.1944,34.4400,-0.8000,48.3900,29.8438
52,20.8889,34.5300,-0.3222,47.2900,29.8438
53,20.8000,34.6800,-0.1833,47.1500,29.8438
54,21.1056,35.3600,0.3333,45.9600,29.9063
55,21.2722,35.8900,0.7333,43.9300,29.8763
56,21.0389,35.9100,0.9000,44.4400,29.8450
57,21.1056,35.9200,0.6722,44.9900,29.8763
58,21.5278,35.9700,1.5667,41.7200,29.8463
59,21.5722,35.9100,1.4500,40.9800,29.6888
60,21.1333,36.0800,1.7389,40.3500,29.6888
61,21.1333,36.1000,1.7111,40.3800,29.6888
62,21.4111,36.1500,1.7500,39.2300,29.7513
63,21.3056,36.1000,1.0556,40.8200,34.4088
64,21.0111,36.2700,1.9722,38.7500,34.4088
65,21.0944,36.2500,2.2833,36.7800,34.4088
66,21.3889,36.2700,2.1778,36.7400,34.6888
67,21.5889,36.2400,2.1889,36.0700,34.7188
68,21.1889,36.4500,2.2500,35.9100,34.7500
69,21.0500,36.4600,2.3278,36.2500,34.7188
70,21.1833,36.5400,2.2000,37.0200,34.2188
71,21.0778,36.5000,2.3111,37.0300,41.0313
72,20.4944,36.4800,2.2889,35.7900,42.7500
73,20.6056,34.9500,2.0667,36.8900,42.7500
74,20.9667,35.4500,2.4833,35.8200,42.2200
75,20.9389,38.8800,2.4556,35.3700,41.7950
76,20.5056,37.6600,2.2500,35.8200,48.9513
77,20.3389,36.2500,2.3111,35.6600,48.9825
78,20.5833,36.0900,2.3500,34.9200,49.2625
79,20.9222,36.3700,2.2500,36.1800,49.4375
80,20.7056,36.5100,2.1611,36.8400,54.0000
81,20.4333,36.4300,2.0389,37.8000,54.0000
82,20.6056,36.4800,2.1056,37.6300,54.1250
83,20.8389,36.2800,2.1389,37.3100,54.2250
84,20.5667,36.4300,2.2611,37.4100,58.8500
85,20.1556,36.0000,1.7500,38.6800,58.8500
86,20.4556,35.9000,1.6333,39.5300,59.1625
87,20.7833,35.8400,1.8111,39.8000,59.6375
88,20.8167,35.9000,1.7889,40.9300,59.9500
89,20.5222,35.7900,1.8611,40.5700,59.9188
90,20.5556,35.8100,2.1944,39.3000,59.4188
91,20.7111,36.9500,2.3056,37.8700,58.8688
92,20.7556,37.0200,2.4167,37.5900,58.5563
93,20.3333,36.7300,2.3389,38.3400,58.5563
94,20.4833,37.0000,2.0222,43.1100,58.6813
95,20.7278,36.9100,1.6833,45.1400,59.0063
96,20.7222,36.8100,1.4222,50.5900,45.6638
1,20.3278,36.6900,1.0611,51.4200,45.6950
2,20.4444,36.7700,0.8000,56.3500,45.8825
3,20.6833,36.6200,0.7167,54.7700,45.6575
4,20.4722,36.4800,0.6278,58.1600,42.6875
5,20.1611,36.3200,0.3667,58.8500,42.6563
6,20.6944,36.0200,0.1000,61.1500,41.9388
7,21.0222,35.9000,-0.0944,60.9400,34.5638
8,20.6333,36.0700,-0.2944,60.6900,32.7825
9,20.4833,36.0800,-0.0389,60.2600,32.8138
10,20.9000,36.1400,0.0889,60.3500,32.9688
11,21.0056,36.4600,0.1944,57.4900,33.0313
12,20.4444,36.3500,0.0444,60.1000,33.0625
13,20.1111,36.2500,0.0556,63.0300,33.0625
14,20.3111,36.0700,0.2389,61.7100,33.0325
15,20.5667,35.8300,0.5889,59.3600,28.7525
16,20.2611,35.5600,0.7778,57.4300,28.7525
17,20.4111,35.1500,1.8611,49.0400,28.7525
18,20.9111,35.2900,2.9278,44.9100,28.9075
19,21.0222,35.3700,3.0722,43.9900,28.8750
20,20.5444,35.5400,2.8056,44.8900,28.8750
21,20.3056,35.8500,2.7444,44.8300,28.8750
22,20.5111,35.8300,2.9278,44.3500,29.5950
23,20.6611,35.6200,2.8389,45.2600,30.0325
24,20.3111,35.5900,2.8722,45.0700,30.0325
25,20.3444,35.3400,3.0167,44.4100,30.0325
26,20.9333,35.4000,2.9944,44.3200,30.2200
27,21.0222,35.3300,2.8111,45.5200,34.9400
28,20.5000,35.4700,2.6056,47.4900,34.9400
29,20.3944,35.5400,2.4556,49.3700,34.9088
30,20.6500,35.5600,2.1056,52.3300,34.6888
31,20.8500,35.5200,1.6111,55.9000,38.9688
32,20.4278,35.7300,1.1056,58.8700,38.9375
33,20.4833,35.6500,1.0556,60.3700,38.9688
34,20.6944,35.5800,1.4667,55.2200,38.8138
35,20.9167,36.5200,2.0889,51.1700,41.4013
36,20.7222,36.5700,2.0944,51.3600,43.2450
37,20.6278,36.1500,1.6389,53.5800,43.2450
38,20.6333,36.8100,0.9222,58.8700,43.2750
39,20.5889,36.7000,0.4778,61.2700,36.1575
40,20.2611,36.5500,-0.2278,68.2500,34.3138
41,20.0556,36.2600,0.1444,64.6000,34.3138
42,20.4833,36.2000,3.1667,51.0900,34.8138
43,20.8444,36.0600,4.3667,48.8000,30.3138
44,20.6111,36.0700,5.4333,51.2400,30.3450
45,20.6000,36.2200,6.3889,52.1400,30.3138
46,20.9500,36.2700,5.8500,54.3800,29.8763
47,21.1500,36.4500,6.2111,53.9200,29.7813
48,20.8389,36.3100,6.5611,51.8200,29.7813
49,20.7722,36.3900,5.3833,54.9100,29.8125
50,21.0167,36.4600,5.9000,54.4000,29.8125
51,21.1500,36.7900,6.8000,51.4600,29.9075
52,20.8444,36.9000,6.6944,52.2300,29.9075
53,20.6944,37.0700,5.8500,54.9300,29.8763
54,20.9389,37.5500,5.7389,56.0200,30.1263
55,20.9389,38.3700,5.0111,58.6500,30.2813
56,20.7278,38.2500,5.9111,54.9200,30.2813
57,20.9111,38.0400,5.9556,54.1900,30.2813
58,21.3111,38.2600,6.2444,53.5000,30.7813
59,21.5556,38.3300,7.4444,49.3300,30.9388
60,21.3500,38.4100,7.3611,49.1400,30.9388
61,21.4389,38.4400,7.8889,47.4000,30.9700
62,21.8444,38.4700,8.2222,46.0600,30.8450
63,21.9056,38.4200,8.2722,45.6500,35.5950
64,21.6500,38.5300,8.2889,44.9400,35.5638
65,21.6056,38.5500,8.4611,44.9900,35.5638
66,21.9389,38.5700,8.0056,46.0800,35.3763
67,22.1389,38.4700,7.8111,46.3700,35.0313
68,21.8333,38.5900,7.6000,46.4800,35.0313
69,21.8222,38.5500,7.5778,46.4300,35.0313
70,21.9333,38.6200,7.7167,47.5100,34.5313
71,21.8778,38.5800,7.5444,48.6800,41.2563
72,21.2611,38.7000,7.3222,48.6100,43.0375
73,21.0000,38.7000,7.1722,48.1100,43.0375
74,21.0833,40.1400,6.8889,49.5200,42.6950
75,21.2222,41.4800,6.4389,51.5500,42.1200
76,20.8556,40.5300,5.9056,53.1000,49.3075
77,20.5611,40.1900,5.4667,54.8600,49.3075
78,20.7333,39.7900,4.9833,56.8600,48.9950
79,20.9778,39.4600,4.2222,60.2100,48.7950
80,20.7222,39.5300,3.4167,64.1000,53.0450
81,20.5722,38.8500,2.6278,67.8600,53.0450
82,20.6444,39.1600,1.7722,72.0500,52.9825
83,20.7389,39.1600,1.1556,75.6400,53.1575
84,20.6389,39.1500,0.5444,78.2700,57.5950
85,20.4111,38.6500,0.0944,79.6900,57.5638
86,20.6111,38.3900,-0.2333,81.3000,57.6888
87,20.6000,38.4700,-0.5611,82.8000,57.8388
88,20.5611,38.2800,-0.3056,81.4000,58.1513
89,20.4611,37.3600,0.0611,79.3000,58.1513
90,20.5333,37.7800,0.2389,78.5300,58.4938
91,20.6833,41.7200,0.7278,76.1600,58.9188
92,20.5667,41.2500,0.8611,75.5300,59.1063
93,20.2611,40.0400,0.4278,77.6300,59.1375
94,20.5056,38.3100,-0.2389,80.3000,59.2625
95,20.5611,38.7100,-0.8278,83.3000,59.2875
96,20.5944,37.9200,-1.1167,84.5000,45.9125
1,20.1667,37.6200,-1.4111,85.5000,45.8813
2,20.3667,37.0500,-1.6611,85.9000,45.4438
3,20.6056,37.1400,-1.9278,87.0000,45.1188
4,20.4000,37.3600,-2.0333,87.1000,42.1188
5,20.0500,37.5300,-2.0000,87.7000,42.1500
6,20.5889,37.4900,-2.0500,87.4000,41.7450
7,20.9000,37.2700,-2.2833,87.8000,34.4700
8,20.5722,37.2100,-2.4389,88.2000,32.6888
9,20.2000,37.1800,-2.5000,88.3000,32.6888
10,20.5333,37.0900,-2.4833,88.3000,32.8438
11,20.6778,36.9400,-2.6667,88.5000,32.8438
12,20.2889,36.8900,-2.7944,89.2000,32.8438
13,20.3111,36.7600,-3.1444,89.3000,32.8438
14,20.7278,36.7100,-3.2167,90.7000,32.6263
15,20.8000,36.5100,-3.1778,91.4000,28.2513
16,20.4778,36.5000,-3.3500,91.6000,28.2513
17,20.3056,36.4800,-3.4778,91.8000,28.2513
18,20.4389,36.1900,-3.7333,91.9000,28.1563
19,20.5667,35.9500,-3.8333,92.5000,28.0638
20,20.2444,35.9000,-3.8500,92.9000,28.0638
21,20.1556,35.6000,-3.7722,93.2000,28.0638
22,20.5222,35.2800,-3.7111,93.0000,28.9713
23,20.6778,35.1300,-3.7833,92.6000,29.5013
24,20.4111,35.0600,-3.7778,92.4000,29.5013
25,20.4056,34.9500,-3.6278,92.2000,29.5013
26,20.7111,34.9300,-3.3833,91.4000,29.6263
27,20.7611,34.9500,-3.5278,90.9000,34.0963
28,20.4111,35.1000,-3.6389,90.9000,34.1275
29,20.2556,35.0700,-3.7333,91.2000,34.0963
30,20.6111,34.9900,-3.7778,91.4000,33.3463
31,20.7222,34.9200,-3.8444,91.7000,37.2513
32,20.2833,34.9200,-4.1167,91.3000,37.2513
33,20.2500,34.8400,-4.2278,92.3000,37.2825
34,20.4444,34.8800,-4.3611,92.7000,37.2200
35,20.5444,36.1100,-4.3722,93.6000,39.8575
36,20.4722,36.0600,-4.4000,94.2000,41.6700
37,20.3167,35.4700,-4.4944,94.3000,41.6388
38,20.6167,35.0900,-4.4333,94.2000,42.4513
39,20.9722,34.8900,-4.3056,94.3000,35.9713
40,20.6444,35.1000,-4.1500,94.0000,34.1588
41,20.4500,35.3700,-3.2111,94.1000,34.1588
42,20.8833,35.5800,-0.1889,81.2000,34.4088
43,21.0833,35.6800,1.8111,72.3000,30.0338
44,20.7111,35.9000,3.7556,67.1600,30.0338
45,20.4500,35.9200,4.3278,64.0400,30.0338
46,20.7333,35.8800,4.9056,60.5500,30.4088
47,20.9333,35.6300,5.7833,57.1400,30.6588
48,20.7167,35.3800,6.6278,54.4500,30.6588
49,20.7333,35.2400,8.0889,49.3500,30.6900
50,21.0167,35.3400,9.2111,44.1600,30.5650
51,21.1833,35.8300,10.0278,40.9100,30.5650
52,21.0167,35.6500,10.5000,39.8000,30.5338
53,21.0167,36.1200,11.4556,37.6900,30.5338
54,21.2500,36.4600,11.8056,36.5500,30.9713
55,21.4111,37.4500,12.3167,34.9600,31.1588
56,21.2278,37.0900,12.9278,33.0800,31.1588
57,21.3556,37.5300,13.0278,32.6700,31.1588
58,21.7444,37.4000,13.3000,32.5600,31.0013
59,21.8778,37.7100,13.5444,31.5400,30.8763
60,21.6111,37.8600,13.8222,31.4600,30.9075
61,21.6111,38.0400,13.9278,31.2900,30.9075
62,22.0167,38.1400,14.1556,30.9000,30.6900
63,22.1500,38.2200,14.2333,30.5400,35.2200
64,21.9722,38.3100,14.2778,30.4200,35.2200
65,22.0944,38.4000,14.6667,30.2000,35.2200
66,22.3333,38.4800,14.2444,30.7200,35.4375
67,22.5278,38.5400,13.9833,31.0700,35.4700
68,22.2500,38.6400,13.9667,31.0900,35.4700
69,22.2278,38.7000,14.0667,31.0900,35.4388
70,22.3611,38.8700,14.1111,31.4700,35.2838
71,22.3056,38.9000,14.0778,31.4400,42.1388
72,21.6889,39.0500,13.9889,31.6400,43.9513
73,21.4722,39.1300,13.7333,32.1500,43.9825
74,21.5500,40.7000,13.5444,32.3600,42.8875
75,21.6556,42.2500,13.0667,33.2700,42.5625
76,21.3556,41.0000,11.8333,38.1400,50.0325
77,21.0667,40.6400,9.8944,45.1300,50.0013
78,21.1444,40.4900,8.4722,50.7300,50.5013
79,21.2944,40.3400,7.1222,56.6600,50.3513
80,21.1000,40.2600,6.3778,58.5100,54.6638
81,20.7556,40.2400,5.5556,62.4400,54.6950
82,20.8333,40.1800,4.8000,65.2800,54.4775
83,20.9611,40.0600,4.0500,68.7700,54.4525
84,20.8444,40.0100,3.5611,70.7000,59.0150
85,20.4667,39.9000,3.0722,72.6800,58.9838
86,20.7111,39.5800,2.5611,75.1700,58.8263
87,20.9944,39.8300,2.1944,76.6600,59.2513
88,20.8722,40.0600,1.9000,77.8600,59.4063
89,20.6056,40.2500,1.6444,78.5800,59.4063
90,20.6944,41.0300,1.4444,79.4200,59.9388
91,20.8111,43.0500,1.1667,80.7000,60.1888
92,20.7556,42.4100,0.9333,81.6000,60.2838
93,20.4778,41.7400,0.7889,82.2000,60.3150
94,20.6167,41.6300,0.7000,82.5000,60.0950
95,20.7056,41.5300,0.5833,82.9000,59.7450
96,20.5444,41.2400,0.4111,83.4000,46.2125
1,20.3444,40.2100,0.2444,84.0000,46.1813
2,20.5722,39.2800,0.0500,84.9000,46.0563
3,20.6333,39.9000,-0.1167,85.8000,45.8063
4,20.3222,39.6300,-0.3222,86.7000,42.7750
5,20.1667,38.5300,-0.3389,86.8000,42.8063
6,20.4278,37.8900,-0.3667,87.0000,42.0563
7,20.6222,38.3900,-0.3556,86.7000,34.5938
8,20.1833,38.6900,-0.6000,87.1000,32.7188
9,20.0333,37.6900,-0.8111,88.1000,32.7188
10,20.3778,37.7500,-0.8222,88.5000,33.0313
11,20.5944,37.9700,-0.8667,88.3000,33.0638
12,20.2778,38.2000,-0.8056,88.7000,33.0638
13,20.4000,38.0900,-0.4111,88.1000,33.0638
14,20.8333,38.0600,0.1389,86.4000,32.9388
15,21.1000,37.9600,0.3111,86.0000,28.7513
16,20.3389,38.1200,0.7944,84.8000,28.7513
17,20.1611,38.3000,1.2667,83.7000,28.7513
18,20.4278,38.2400,1.7500,82.3000,28.7213
19,20.7389,37.9700,2.3278,80.7000,28.5963
20,20.5611,38.0000,2.9667,78.8600,28.6275
21,20.5167,38.0600,3.5333,75.3900,28.5963
22,20.6944,37.9100,4.5944,68.7700,29.6588
23,20.7667,37.9800,5.1722,64.4300,30.2838
24,20.3278,38.0700,4.8889,64.1500,30.2838
25,20.1500,37.3300,3.9111,68.3400,30.2838
26,20.4611,37.2300,2.6889,74.2800,29.4388
27,20.6222,37.2900,2.1389,77.2000,33.3438
28,20.2611,37.4100,1.7000,78.9900,33.3438
29,20.1889,37.5200,1.2000,81.1000,33.3438
30,20.6278,37.4100,0.5389,83.8000,32.9688
31,20.8778,37.3600,0.0500,86.4000,36.8763
32,20.5889,37.6600,-0.0333,86.6000,36.8450
33,20.3556,37.8700,0.0944,86.5000,36.8763
34,20.4278,38.2400,0.8222,82.6000,37.0638
35,20.7167,39.2500,2.0278,76.4200,39.9188
36,20.5167,39.6100,2.6389,73.6900,41.7625
37,20.3944,39.3400,2.4333,75.0700,41.7625
38,20.6722,39.0100,3.0167,73.6400,42.0450
39,20.9889,38.7800,3.4167,72.3600,35.5025
40,20.6778,39.0800,3.7667,71.2800,33.6900
41,20.4056,39.5300,3.4778,72.0900,33.6588
42,20.6944,39.3200,4.5222,69.1400,34.1263
43,20.9944,39.0900,5.4167,64.7700,29.8138
44,20.7167,38.9400,5.4500,63.8600,29.7825
45,20.7111,38.8300,6.1556,60.7600,29.8138
46,20.9500,38.6700,6.1500,60.2200,29.7513
47,21.0389,39.1000,6.2056,60.3600,29.6563
48,20.6944,39.1500,6.2722,61.2000,29.6875
49,20.5444,39.1000,5.3500,64.7000,29.6563
50,20.8222,38.5000,5.6056,64.9300,30.0013
51,20.7889,38.8800,5.2333,64.6900,30.2838
52,20.6000,38.3000,5.0722,65.9800,30.2525
53,20.6556,38.3400,5.4889,63.1300,30.2838
54,20.7333,38.8800,5.1444,64.2700,30.1263
55,20.6944,39.8000,4.9778,62.0300,30.0638
56,20.4833,38.7100,4.9056,60.6300,30.0638
57,20.7056,38.1600,5.4667,59.0800,30.0638
58,20.9389,38.7700,5.6222,58.9200,30.1888
59,20.8611,39.0000,4.8278,68.1600,30.2813
60,20.5167,38.6400,3.6278,76.2300,30.3125
61,20.5333,37.5300,2.3167,87.2000,30.2813
62,20.7667,37.2900,1.9111,90.0000,29.6263
63,20.6667,38.2500,1.6111,92.1000,33.5338
64,20.3222,37.7000,1.0333,93.4000,33.5025
65,20.4167,37.3900,1.4722,89.8000,33.5338
66,20.8611,38.0100,1.1611,85.9000,33.6888
67,20.7222,38.3000,-0.1944,82.7000,33.8438
68,20.2444,38.2000,-1.1444,83.3000,33.8438
69,20.3000,38.1000,-1.6333,81.3000,33.8438
70,20.6111,38.0700,-1.8444,81.1000,33.1888
71,20.7944,37.8900,-2.0833,76.2300,39.2638
72,20.5722,37.7200,-2.3111,75.0800,41.1075
73,20.4444,37.6200,-2.4722,74.8500,41.0763
74,20.4667,37.6700,-2.9889,73.5700,41.2638
75,20.5111,38.4500,-3.9333,69.0200,41.8138
76,20.1667,38.3300,-4.3167,68.3200,49.1263
77,19.9500,37.7700,-4.6889,66.6100,49.1263
78,20.4222,37.2100,-4.8222,66.3500,49.0938
79,20.7222,36.9800,-4.8722,67.6200,48.5938
80,20.5944,37.0200,-5.1611,67.1700,52.5013
81,20.2389,36.8100,-5.4111,67.4000,52.5013
82,20.6056,36.6900,-5.7222,68.1200,52.5013
83,20.7556,36.5500,-6.0056,67.6200,52.9013
84,20.6056,36.6500,-6.0722,67.8100,57.4938
85,20.1389,36.5500,-6.4778,67.4200,57.5250
86,20.3833,36.4100,-6.6167,68.0500,57.3700
87,20.6722,36.5300,-6.6944,68.6700,56.7450
88,20.5889,36.6000,-6.8500,67.3200,56.7775
89,20.2500,36.4200,-6.9722,66.5900,56.7775
90,20.2722,36.2800,-7.0444,66.2400,57.2150
91,20.4444,36.9400,-7.0222,66.0900,58.0650
92,20.5667,37.2200,-7.1000,66.8900,58.0325
93,20.2444,36.9500,-7.1833,66.5400,58.0013
94,20.4167,36.7400,-7.2722,67.4500,57.9388
95,20.6000,36.6300,-7.5611,67.4100,57.7638
96,20.5833,36.4600,-7.7111,66.4800,44.8888
1,20.3111,36.2200,-7.6333,65.5700,44.9200
2,20.4611,36.0600,-7.4944,66.1300,44.6375
3,20.6333,35.7500,-7.4500,66.4600,44.6875
4,20.6389,35.5000,-7.5611,67.1200,41.7813
5,20.2833,35.2600,-7.5278,68.2100,41.7813
6,20.3333,35.1200,-7.6333,67.5400,40.7188
7,20.5278,34.8800,-7.7667,64.3300,32.8138
8,20.3722,34.6600,-8.0111,63.6500,30.9700
9,20.0722,34.4700,-8.4667,60.8000,30.9700
10,20.1000,34.3600,-8.9000,59.5000,31.2200
11,20.1889,34.2100,-9.2056,58.4400,31.3125
12,20.3167,33.3800,-9.4111,58.6300,31.3125
13,20.0722,33.3100,-9.8778,59.5300,31.2813
14,20.1056,33.4600,-10.2000,59.6800,30.7513
15,20.1778,33.3100,-10.4833,59.7500,26.6588
16,20.2389,33.2000,-10.7222,61.0900,26.6275
17,20.2111,32.9200,-10.9111,61.7600,26.6588
18,20.2444,32.0800,-11.0889,61.9800,26.6588
